type,run,topics,topicNum,percent,pair,code
words,20180417_1554,topics,6,0.005,incident,
words,20180417_1554,topics,6,0.005,bound,
words,20180417_1554,topics,6,0.004,maximum,
words,20180417_1554,topics,6,0.004,connected,graph theory
words,20180417_1554,topics,6,0.004,adjacent,
words,20180417_1554,topics,6,0.004,cycle,graph theory
words,20180417_1554,topics,6,0.004,size,
words,20180417_1554,topics,7,0.016,solution,
words,20180417_1554,topics,7,0.013,equation,
words,20180417_1554,topics,7,0.012,equations,
words,20180417_1554,topics,7,0.011,solutions,
words,20180417_1554,topics,7,0.01,function,algebra
words,20180417_1554,topics,7,0.009,november,
words,20180417_1554,topics,7,0.008,dx,analysis
words,20180417_1554,topics,7,0.008,rn,
words,20180417_1554,topics,7,0.007,analysis,analysis
words,20180417_1554,topics,7,0.007,wisconsin,
words,20180417_1554,topics,7,0.007,madison,
words,20180417_1554,topics,7,0.007,boundary,
words,20180417_1554,topics,7,0.007,downloaded,
words,20180417_1554,topics,7,0.006,system,
words,20180417_1554,topics,7,0.006,problems,
words,20180417_1554,topics,7,0.006,functions,algebra
words,20180417_1554,topics,7,0.005,time,
words,20180417_1554,topics,7,0.005,operator,
words,20180417_1554,topics,7,0.005,differential,analysis
words,20180417_1554,topics,7,0.005,method,
words,20180417_1554,topics,8,0.011,advances,
words,20180417_1554,topics,8,0.008,function,algebra
words,20180417_1554,topics,8,0.006,log,
words,20180417_1554,topics,8,0.006,point,
words,20180417_1554,topics,8,0.006,proposition,
words,20180417_1554,topics,8,0.005,deﬁned,
words,20180417_1554,topics,8,0.005,space,
words,20180417_1554,topics,8,0.005,deﬁnition,
words,20180417_1554,topics,8,0.005,functions,algebra
words,20180417_1554,topics,8,0.004,ﬁrst,
words,20180417_1554,topics,8,0.004,deﬁne,
words,20180417_1554,topics,8,0.004,rn,
words,20180417_1554,topics,8,0.004,smooth,
words,20180417_1554,topics,8,0.004,constant,
words,20180417_1554,topics,8,0.004,positive,
words,20180417_1554,topics,8,0.004,map,
words,20180417_1554,topics,8,0.004,al,
words,20180417_1554,topics,8,0.003,points,
words,20180417_1554,topics,8,0.003,sn,
words,20180417_1554,topics,8,0.003,manifold,topology
words,20180417_1554,topics,9,0.02,space,
words,20180417_1554,topics,9,0.014,spaces,
words,20180417_1554,topics,9,0.01,madison,
words,20180417_1554,topics,9,0.01,wisconsin,
words,20180417_1554,topics,9,0.01,december,
words,20180417_1554,topics,9,0.009,downloaded,
words,20180417_1554,topics,9,0.009,continuous,analysis
words,20180417_1554,topics,9,0.008,xn,
words,20180417_1554,topics,9,0.008,closed,
words,20180417_1554,topics,9,0.008,compact,topology
words,20180417_1554,topics,9,0.007,sequence,number theory
words,20180417_1554,topics,9,0.007,banach,analysis
words,20180417_1554,topics,9,0.006,operator,
words,20180417_1554,topics,9,0.006,function,algebra
words,20180417_1554,topics,9,0.006,article,
words,20180417_1554,topics,9,0.006,bounded,
words,20180417_1554,topics,9,0.005,proposition,
words,20180417_1554,topics,9,0.005,open,
words,20180417_1554,topics,9,0.005,operators,
words,20180417_1554,topics,9,0.005,functions,algebra
